TimePeriod,GeoType,GeoID,GeoRank,Geography,Asian alone (percent),Black alone (percent),Hispanic alone (percent),Non-white (percent),Total population,White alone (percent)
2017-21,CDTA2020,8113,7,Queens Village-Bellerose-Rosedale (CD 13),18.0,52.6,13.5,90.6,"214,163",9.4
2017-21,CDTA2020,8114,7,The Rockaways (CD 14),3.9,34.4,23.3,65.3,"135,784",34.7
2017-21,CDTA2020,8501,7,North Shore (CD 1),9.7,20.9,28.5,62.1,"179,530",37.9
2017-21,CDTA2020,8502,7,Mid-Island (CD 2),17.2,4.1,14.3,38.0,"142,769",62.0
2017-21,CDTA2020,8503,7,South Shore (CD 3),5.4,0.8,11.3,19.3,"170,087",80.7
2017-21,UHF42,101,4,Kingsbridge - Riverdale,3.7,11.3,45.6,64.2,"96,643",35.8
2017-21,UHF42,102,4,Northeast Bronx,3.5,56.6,27.7,91.8,"212,012",8.2
2017-21,UHF42,103,4,Fordham - Bronx Pk,4.2,20.2,66.8,93.5,"271,446",6.5
2017-21,UHF42,104,4,Pelham - Throgs Neck,8.4,19.4,53.3,84.4,"308,864",15.6
2017-21,UHF42,105,4,Crotona -Tremont,1.3,27.1,67.0,97.7,"219,815",2.3
2017-21,UHF42,106,4,High Bridge - Morrisania,1.0,33.5,61.0,97.6,"220,270",2.4
2017-21,UHF42,107,4,Hunts Point - Mott Haven,0.4,26.4,69.8,97.7,"144,304",2.3
2017-21,UHF42,201,4,Greenpoint,5.2,3.4,21.9,35.1,"105,594",64.9
2017-21,UHF42,202,4,Downtown - Heights - Slope,9.0,12.7,14.8,42.3,"275,295",57.7
2017-21,UHF42,203,4,Bedford Stuyvesant - Crown Heights,2.7,57.5,14.1,79.1,"354,128",20.9
2017-21,UHF42,204,4,East New York,4.4,50.5,37.7,96.1,"205,414",3.9
2017-21,UHF42,205,4,Sunset Park,35.9,3.0,41.9,82.8,"122,085",17.2
2017-21,UHF42,206,4,Borough Park,21.9,4.2,13.0,42.8,"343,418",57.2
2017-21,UHF42,207,4,East Flatbush - Flatbush,3.0,64.5,10.2,82.1,"304,594",17.9
2017-21,UHF42,208,4,Canarsie - Flatlands,4.9,63.3,9.3,81.6,"212,409",18.4
2017-21,UHF42,209,4,Bensonhurst - Bay Ridge,28.1,2.2,16.7,50.1,"213,566",49.9
2017-21,UHF42,210,4,Coney Island - Sheepshead Bay,18.7,6.5,12.0,41.1,"302,072",58.9
2017-21,UHF42,211,4,Williamsburg - Bushwick,5.5,24.1,39.6,72.7,"231,221",27.3
2017-21,UHF42,301,4,Washington Heights,3.4,10.6,63.9,80.7,"272,205",19.3
2017-21,UHF42,302,4,Central Harlem - Morningside Heights,5.7,47.1,25.3,82.1,"183,460",17.9
2017-21,UHF42,303,4,East Harlem,8.3,28.7,45.2,85.6,"114,703",14.4
2017-21,UHF42,304,4,Upper West Side,10.1,5.8,15.1,35.1,"232,499",64.9
2017-21,UHF42,305,4,Upper East Side,10.6,2.8,9.1,25.5,"217,508",74.5
2017-21,UHF42,306,4,Chelsea - Clinton,15.5,5.2,16.6,41.5,"161,322",58.5
2017-21,UHF42,307,4,Gramercy Park - Murray Hill,15.2,4.4,10.1,33.8,"138,768",66.2
2017-21,UHF42,308,4,Greenwich Village - SoHo,18.0,2.5,8.5,32.5,"81,647",67.5
2017-21,UHF42,309,4,Union Square - Lower East Side,24.6,6.6,20.4,55.3,"191,254",44.7
2017-21,UHF42,310,4,Lower Manhattan,21.9,5.9,8.7,41.4,"64,008",58.6
2017-21,UHF42,401,4,Long Island City - Astoria,18.3,4.9,23.9,51.9,"210,647",48.1
2017-21,UHF42,402,4,West Queens,26.6,4.6,51.6,85.0,"472,404",15.0
2017-21,UHF42,403,4,Flushing - Clearview,51.7,1.7,17.9,73.5,"263,797",26.5
2017-21,UHF42,404,4,Bayside - Little Neck,44.1,2.8,13.9,63.3,"95,662",36.7
2017-21,UHF42,405,4,Ridgewood - Forest Hills,17.7,2.3,29.2,52.7,"272,026",47.3
2017-21,UHF42,406,4,Fresh Meadows,37.0,7.7,17.8,65.6,"101,723",34.4
2017-21,UHF42,407,4,Southwest Queens,26.0,9.9,33.9,81.1,"295,180",18.9
2017-21,UHF42,408,4,Jamaica,18.9,48.6,17.2,93.1,"327,755",6.9
2017-21,UHF42,409,4,Southeast Queens,20.4,41.5,14.3,82.1,"332,158",17.9
2017-21,UHF42,410,4,Rockaways,3.9,34.4,23.3,65.3,"135,797",34.7
2017-21,UHF42,501,4,Port Richmond,7.2,24.7,35.6,70.8,"71,589",29.2
2017-21,UHF42,502,4,Stapleton - St. George,12.9,16.2,20.9,52.4,"127,116",47.6
2017-21,UHF42,503,4,Willowbrook,17.8,3.7,15.1,39.3,"93,736",60.7
2017-21,UHF42,504,4,South Beach - Tottenville,6.4,1.5,12.3,22.4,"200,753",77.6
2017-21,Borough,1,1,Bronx,3.7,28.5,56.1,91.0,"1,468,262",9.0
2017-21,Borough,2,1,Brooklyn,11.7,28.6,18.8,63.3,"2,712,360",36.7
2017-21,Borough,3,1,Manhattan,11.8,12.1,25.6,53.3,"1,669,127",46.7
2017-21,Borough,4,1,Queens,25.6,16.8,27.9,75.4,"2,393,104",24.6
2017-21,Borough,5,1,Staten Island,10.4,9.1,18.4,40.4,"493,194",59.6
2017-21,Citywide,1,0,New York City,14.1,21.1,28.9,68.1,"8,736,047",31.9
2016-20,NTA2020,50101,9,Mott Haven-Port Morris,0.5,27.9,68.1,97.2,"53,469",2.8
2016-20,NTA2020,50102,9,Melrose,0.6,26.2,70.0,98.1,"41,729",1.9
2016-20,NTA2020,50201,9,Hunts Point,0.2,30.2,67.2,98.3,"14,577",1.7
2016-20,NTA2020,50202,9,Longwood,0.3,24.1,72.5,97.9,"38,390",2.1
2016-20,NTA2020,50301,9,Morrisania,0.9,38.5,56.4,98.7,"34,105",1.3
2016-20,NTA2020,50302,9,Claremont Village-Claremont (East),0.0,49.1,48.4,98.6,"24,802",1.4
2016-20,NTA2020,50303,9,Crotona Park East,0.8,33.9,62.2,99.1,"28,041",0.9
2016-20,NTA2020,50401,9,Concourse-Concourse Village,1.7,32.9,60.1,96.4,"66,082",3.6
2016-20,NTA2020,50402,9,Highbridge,0.5,31.3,64.0,97.4,"31,867",2.6
2016-20,NTA2020,50403,9,Mount Eden-Claremont (West),1.0,22.0,72.9,98.0,"50,073",2.0
2016-20,NTA2020,50501,9,University Heights (South)-Morris Heights,2.4,25.6,68.9,98.4,"53,859",1.6
2016-20,NTA2020,50502,9,Mount Hope,1.5,29.7,65.3,98.3,"46,487",1.7
2016-20,NTA2020,50503,9,Fordham Heights,0.9,21.1,76.3,99.3,"33,151",0.7
2016-20,NTA2020,50601,9,West Farms,1.0,23.9,72.9,98.3,"18,206",1.7
2016-20,NTA2020,50602,9,Tremont,0.6,32.2,64.9,98.5,"30,686",1.5
2016-20,NTA2020,50603,9,Belmont,1.9,21.3,61.1,86.1,"35,119",13.9
2016-20,NTA2020,50701,9,University Heights (North)-Fordham,2.0,12.4,79.7,97.0,"45,235",3.0
2016-20,NTA2020,50702,9,Bedford Park,2.7,16.3,74.6,95.3,"55,702",4.7
2016-20,NTA2020,50703,9,Norwood,10.1,14.2,63.2,89.8,"39,290",10.2
2016-20,NTA2020,50801,9,Kingsbridge Heights-Van Cortlandt Village,2.9,14.8,71.2,90.6,"35,346",9.4
2016-20,NTA2020,50802,9,Kingsbridge-Marble Hill,3.5,13.1,66.4,85.3,"24,669",14.7
2016-20,NTA2020,50803,9,Riverdale-Spuyten Duyvil,4.4,8.7,24.6,40.7,"45,247",59.3
2016-20,NTA2020,50901,9,Soundview-Bruckner-Bronx River,4.7,25.1,64.6,97.8,"68,432",2.2
2016-20,NTA2020,50902,9,Soundview-Clason Point,0.8,29.5,66.0,97.9,"36,185",2.1
2016-20,NTA2020,50903,9,Castle Hill-Unionport,11.8,21.4,57.5,96.6,"39,899",3.4
2016-20,NTA2020,50904,9,Parkchester,21.7,36.3,36.6,97.9,"30,322",2.1
2016-20,NTA2020,51001,9,Westchester Square,23.3,9.2,56.9,94.5,"15,679",5.5
2016-20,NTA2020,51002,9,Throgs Neck-Schuylerville,5.1,9.0,51.3,67.0,"47,266",33.0
2016-20,NTA2020,51003,9,Pelham Bay-Country Club-City Island,4.9,5.2,42.3,55.0,"27,550",45.0
2016-20,NTA2020,51004,9,Co-op City,2.7,58.5,29.4,94.0,"36,674",6.0
2016-20,NTA2020,51101,9,Pelham Parkway-Van Nest,7.3,17.2,54.9,83.1,"29,037",16.9
2016-20,NTA2020,51102,9,Morris Park,12.2,5.1,36.9,55.9,"22,035",44.1
2016-20,NTA2020,51103,9,Pelham Gardens,10.3,32.7,35.3,80.4,"29,417",19.6
2016-20,NTA2020,51104,9,Allerton,4.1,25.7,52.3,84.9,"36,618",15.1
2016-20,NTA2020,51201,9,Williamsbridge-Olinville,1.2,61.1,31.9,97.7,"61,452",2.3
2016-20,NTA2020,51202,9,Eastchester-Edenwald-Baychester,2.3,68.9,25.0,98.0,"56,479",2.0
2016-20,NTA2020,51203,9,Wakefield-Woodlawn,4.7,55.2,20.1,86.5,"47,668",13.5
2016-20,NTA2020,470101,9,Greenpoint,5.2,2.6,15.3,28.1,"34,503",71.9
2016-20,NTA2020,470102,9,Williamsburg,8.9,2.3,30.4,46.2,"59,410",53.8
2016-20,NTA2020,470103,9,South Williamsburg,0.5,3.1,8.6,12.9,"45,664",87.1
2016-20,NTA2020,470104,9,East Williamsburg,10.3,12.4,38.0,63.8,"51,688",36.2
2016-20,NTA2020,470201,9,Brooklyn Heights,7.5,5.1,6.8,25.6,"23,874",74.4
2016-20,NTA2020,470202,9,Downtown Brooklyn-DUMBO-Boerum Hill,17.3,15.2,14.7,52.6,"36,195",47.4
2016-20,NTA2020,470203,9,Fort Greene,10.0,31.8,16.3,65.9,"33,772",34.1
2016-20,NTA2020,470204,9,Clinton Hill,6.9,28.9,12.4,52.3,"27,262",47.7
2016-20,NTA2020,470301,9,Bedford-Stuyvesant (West),3.6,37.0,19.6,64.0,"83,717",36.0
2016-20,NTA2020,470302,9,Bedford-Stuyvesant (East),4.0,61.7,15.8,85.2,"86,869",14.8
2016-20,NTA2020,470401,9,Bushwick (West),6.4,6.4,56.9,72.5,"52,998",27.5
2016-20,NTA2020,470402,9,Bushwick (East),3.6,25.6,52.0,84.8,"59,480",15.2
2016-20,NTA2020,470501,9,Cypress Hills,5.0,19.6,68.0,96.0,"40,417",4.0
2016-20,NTA2020,470502,9,East New York (North),2.2,58.0,33.8,97.4,"41,499",2.6
2016-20,NTA2020,470503,9,East New York-New Lots,1.2,72.9,21.9,98.2,"48,034",1.8
2016-20,NTA2020,470504,9,Spring Creek-Starrett City,3.1,58.2,18.9,83.4,"15,074",16.6
2016-20,NTA2020,470505,9,East New York-City Line,9.2,59.1,26.0,97.3,"45,563",2.7
2016-20,NTA2020,470601,9,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,6.5,15.4,18.3,45.5,"60,804",54.5
2016-20,NTA2020,470602,9,Park Slope,8.7,5.1,11.2,31.4,"58,062",68.6
2016-20,NTA2020,470701,9,Windsor Terrace-South Slope,10.6,2.4,15.1,33.1,"25,442",66.9
2016-20,NTA2020,470702,9,Sunset Park (West),12.2,4.1,58.4,77.4,"51,056",22.6
2016-20,NTA2020,470703,9,Sunset Park (Central),51.3,2.1,35.6,90.1,"44,187",9.9
2016-20,NTA2020,470801,9,Prospect Heights,7.3,17.7,9.3,42.3,"22,481",57.7
2016-20,NTA2020,470802,9,Crown Heights (North),3.1,59.0,13.2,79.5,"83,690",20.5
2016-20,NTA2020,470901,9,Crown Heights (South),1.2,56.2,9.7,68.7,"50,213",31.3
2016-20,NTA2020,470902,9,Prospect Lefferts Gardens-Wingate,2.8,61.1,8.6,76.2,"46,797",23.8
2016-20,NTA2020,471001,9,Bay Ridge,15.1,3.3,18.8,40.4,"80,183",59.6
2016-20,NTA2020,471002,9,Dyker Heights,44.7,1.6,12.9,60.7,"41,656",39.3
2016-20,NTA2020,471101,9,Bensonhurst,42.8,0.7,17.0,63.4,"96,331",36.6
2016-20,NTA2020,471102,9,Bath Beach,35.4,1.8,17.8,57.5,"32,716",42.5
2016-20,NTA2020,471103,9,Gravesend (West),41.7,1.6,12.1,59.0,"56,148",41.0
2016-20,NTA2020,471201,9,Sunset Park (East)-Borough Park (West),50.6,2.5,23.9,78.5,"29,563",21.5
2016-20,NTA2020,471202,9,Borough Park,7.4,0.7,7.7,17.8,"78,836",82.2
2016-20,NTA2020,471203,9,Kensington,23.7,8.6,14.5,52.6,"38,801",47.4
2016-20,NTA2020,471204,9,Mapleton-Midwood (West),9.8,0.8,9.3,22.5,"36,710",77.5
2016-20,NTA2020,471301,9,Gravesend (South),23.6,9.6,15.7,53.3,"27,929",46.7
2016-20,NTA2020,471302,9,Coney Island-Sea Gate,7.1,18.3,19.3,48.6,"48,091",51.4
2016-20,NTA2020,471303,9,Brighton Beach,9.5,0.8,11.3,29.1,"29,819",70.9
2016-20,NTA2020,471401,9,Flatbush,4.6,58.2,18.5,85.2,"67,199",14.8
2016-20,NTA2020,471402,9,Flatbush (West)-Ditmas Park-Parkville,17.9,18.5,18.3,58.2,"39,018",41.8
2016-20,NTA2020,471403,9,Midwood,13.0,5.8,8.0,30.4,"50,616",69.6
2016-20,NTA2020,471501,9,Gravesend (East)-Homecrest,12.9,2.3,12.7,33.0,"51,665",67.0
2016-20,NTA2020,471502,9,Madison,23.3,2.8,8.4,38.4,"40,227",61.6
2016-20,NTA2020,471503,9,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,19.4,6.8,8.4,37.6,"63,752",62.4
2016-20,NTA2020,471601,9,Ocean Hill,1.3,66.7,21.9,91.8,"37,268",8.2
2016-20,NTA2020,471602,9,Brownsville,1.3,69.4,24.6,98.2,"46,124",1.8
2016-20,NTA2020,471701,9,East Flatbush-Erasmus,2.1,78.9,8.9,93.7,"43,450",6.3
2016-20,NTA2020,471702,9,East Flatbush-Farragut,1.5,84.0,8.5,98.0,"34,860",2.0
2016-20,NTA2020,471703,9,East Flatbush-Rugby,1.2,86.9,6.5,97.1,"38,765",2.9
2016-20,NTA2020,471704,9,East Flatbush-Remsen Village,0.4,84.4,6.1,96.6,"36,171",3.4
2016-20,NTA2020,471801,9,Flatlands,4.5,65.5,10.6,84.5,"69,689",15.5
2016-20,NTA2020,471802,9,Marine Park-Mill Basin-Bergen Beach,10.0,13.0,8.3,35.2,"43,969",64.8
2016-20,NTA2020,471803,9,Canarsie,2.6,83.4,7.7,95.8,"87,078",4.2
2016-20,NTA2020,610101,9,Financial District-Battery Park City,18.3,2.3,8.0,33.7,"47,195",66.3
2016-20,NTA2020,610102,9,Tribeca-Civic Center,11.5,5.5,10.9,31.6,"24,021",68.4
2016-20,NTA2020,610201,9,SoHo-Little Italy-Hudson Square,25.7,1.0,8.4,38.1,"21,931",61.9
2016-20,NTA2020,610202,9,Greenwich Village,12.0,2.8,6.9,25.3,"32,065",74.7
2016-20,NTA2020,610203,9,West Village,5.2,1.7,8.3,18.7,"32,127",81.3
2016-20,NTA2020,610301,9,Chinatown-Two Bridges,65.5,6.4,16.1,90.7,"41,236",9.3
2016-20,NTA2020,610302,9,Lower East Side,24.0,10.3,31.6,69.2,"43,481",30.8
2016-20,NTA2020,610303,9,East Village,14.3,7.9,23.2,49.3,"69,075",50.7
2016-20,NTA2020,610401,9,Chelsea-Hudson Yards,14.7,5.1,16.2,39.2,"60,858",60.8
2016-20,NTA2020,610402,9,Hell's Kitchen,18.3,3.7,19.7,46.0,"52,893",54.0
2016-20,NTA2020,610501,9,Midtown South-Flatiron-Union Square,16.6,4.5,10.5,35.9,"27,104",64.1
2016-20,NTA2020,610502,9,Midtown-Times Square,20.0,6.1,12.3,41.9,"19,938",58.1
2016-20,NTA2020,610601,9,Stuyvesant Town-Peter Cooper Village,14.7,4.9,6.2,29.8,"22,449",70.2
2016-20,NTA2020,610602,9,Gramercy,16.3,4.9,5.6,29.5,"26,592",70.5
2016-20,NTA2020,610603,9,Murray Hill-Kips Bay,18.5,6.3,11.8,40.8,"56,598",59.2
2016-20,NTA2020,610604,9,East Midtown-Turtle Bay,13.1,1.5,7.9,24.4,"40,452",75.6
2016-20,NTA2020,610701,9,Upper West Side-Lincoln Square,13.9,4.6,9.6,31.8,"64,245",68.2
2016-20,NTA2020,610702,9,Upper West Side (Central),6.8,3.3,12.6,25.4,"98,065",74.6
2016-20,NTA2020,610703,9,Upper West Side-Manhattan Valley,11.0,10.5,29.4,54.1,"51,540",45.9
2016-20,NTA2020,610801,9,Upper East Side-Lenox Hill-Roosevelt Island,16.4,2.9,10.4,32.3,"81,530",67.7
2016-20,NTA2020,610802,9,Upper East Side-Carnegie Hill,7.4,0.7,7.7,18.3,"53,645",81.7
2016-20,NTA2020,610803,9,Upper East Side-Yorkville,9.1,3.5,11.3,27.0,"79,275",73.0
2016-20,NTA2020,610901,9,Morningside Heights,15.5,13.8,21.2,54.1,"36,911",45.9
2016-20,NTA2020,610902,9,Manhattanville-West Harlem,4.5,28.2,52.3,87.2,"23,608",12.8
2016-20,NTA2020,610903,9,Hamilton Heights-Sugar Hill,3.5,27.2,46.0,80.8,"52,207",19.2
2016-20,NTA2020,611001,9,Harlem (South),5.6,49.3,18.2,77.2,"50,345",22.8
2016-20,NTA2020,611002,9,Harlem (North),2.7,57.4,26.4,89.9,"81,572",10.1
2016-20,NTA2020,611101,9,East Harlem (South),13.2,22.9,42.1,81.4,"58,789",18.6
2016-20,NTA2020,611102,9,East Harlem (North),3.8,37.8,45.9,89.9,"62,782",10.1
2016-20,NTA2020,611201,9,Washington Heights (South),3.4,9.8,71.3,86.7,"81,271",13.3
2016-20,NTA2020,611202,9,Washington Heights (North),2.6,4.0,63.0,72.2,"80,831",27.8
2016-20,NTA2020,611203,9,Inwood,2.9,5.9,70.2,81.1,"41,450",18.9
2016-20,NTA2020,810101,9,Astoria (North)-Ditmars-Steinway,9.9,3.2,20.5,37.0,"47,134",63.0
2016-20,NTA2020,810102,9,Old Astoria-Hallets Point,15.3,11.1,35.2,65.2,"13,727",34.8
2016-20,NTA2020,810103,9,Astoria (Central),17.3,2.1,22.7,46.2,"46,274",53.8
2016-20,NTA2020,810104,9,Astoria (East)-Woodside (North),16.4,4.1,29.2,53.5,"34,825",46.5
2016-20,NTA2020,810105,9,Queensbridge-Ravenswood-Dutch Kills,20.4,20.9,30.1,76.7,"25,251",23.3
2016-20,NTA2020,810201,9,Long Island City-Hunters Point,31.8,2.7,11.6,51.7,"21,936",48.3
2016-20,NTA2020,810202,9,Sunnyside,24.4,1.8,37.9,67.2,"48,609",32.8
2016-20,NTA2020,810203,9,Woodside,42.7,1.0,35.6,81.2,"45,417",18.8
2016-20,NTA2020,810301,9,Jackson Heights,24.4,2.3,52.2,82.2,"89,628",17.8
2016-20,NTA2020,810302,9,East Elmhurst,14.0,17.9,60.2,94.0,"24,321",6.0
2016-20,NTA2020,810303,9,North Corona,8.4,5.3,83.8,98.2,"39,263",1.8
2016-20,NTA2020,810401,9,Elmhurst,49.3,1.4,41.5,94.3,"98,560",5.7
2016-20,NTA2020,810402,9,Corona,14.8,8.3,69.7,94.1,"69,333",5.9
2016-20,NTA2020,810501,9,Maspeth,11.8,0.9,33.6,48.5,"43,082",51.5
2016-20,NTA2020,810502,9,Ridgewood,7.1,1.8,48.0,58.8,"70,329",41.2
2016-20,NTA2020,810503,9,Glendale,3.5,1.5,43.3,49.5,"35,378",50.5
2016-20,NTA2020,810504,9,Middle Village,12.4,0.5,21.5,37.1,"35,074",62.9
2016-20,NTA2020,810601,9,Rego Park,37.7,3.6,16.4,60.6,"27,743",39.4
2016-20,NTA2020,810602,9,Forest Hills,28.1,3.1,15.4,51.5,"87,466",48.5
2016-20,NTA2020,810701,9,College Point,29.6,2.1,40.9,74.1,"28,676",25.9
2016-20,NTA2020,810702,9,Whitestone-Beechhurst,23.9,0.3,14.6,40.4,"28,353",59.6
2016-20,NTA2020,810703,9,Bay Terrace-Clearview,29.2,0.9,15.0,46.8,"22,112",53.2
2016-20,NTA2020,810704,9,Murray Hill-Broadway Flushing,58.4,1.2,16.5,77.9,"54,362",22.1
2016-20,NTA2020,810705,9,East Flushing,63.5,2.3,18.3,86.1,"29,714",13.9
2016-20,NTA2020,810706,9,Queensboro Hill,67.7,1.7,16.9,87.9,"20,196",12.1
2016-20,NTA2020,810707,9,Flushing-Willets Point,74.7,2.9,12.3,92.2,"59,237",7.8
2016-20,NTA2020,810801,9,Kew Gardens Hills,23.3,6.9,16.2,49.9,"33,919",50.1
2016-20,NTA2020,810802,9,Pomonok-Electchester-Hillcrest,31.4,12.2,26.4,74.0,"35,282",26.0
2016-20,NTA2020,810803,9,Fresh Meadows-Utopia,49.9,5.7,11.7,70.6,"22,453",29.4
2016-20,NTA2020,810804,9,Jamaica Estates-Holliswood,28.3,26.3,14.2,73.6,"23,257",26.4
2016-20,NTA2020,810805,9,Jamaica Hills-Briarwood,36.6,15.4,22.6,82.5,"40,312",17.5
2016-20,NTA2020,810901,9,Kew Gardens,16.0,5.3,25.4,51.5,"22,240",48.5
2016-20,NTA2020,810902,9,Richmond Hill,24.5,6.6,44.8,86.1,"34,699",13.9
2016-20,NTA2020,810903,9,South Richmond Hill,42.8,9.9,22.3,95.9,"22,841",4.1
2016-20,NTA2020,810904,9,Ozone Park (North),32.5,3.6,45.1,86.6,"24,977",13.4
2016-20,NTA2020,810905,9,Woodhaven,19.3,3.8,58.6,85.4,"38,885",14.6
2016-20,NTA2020,811001,9,South Ozone Park,33.2,19.5,22.1,95.0,"80,824",5.0
2016-20,NTA2020,811002,9,Ozone Park,25.9,6.8,40.7,80.9,"24,042",19.1
2016-20,NTA2020,811003,9,Howard Beach-Lindenwood,5.0,2.9,21.5,32.1,"27,672",67.9
2016-20,NTA2020,811101,9,Auburndale,46.5,1.2,15.4,65.7,"34,209",34.3
2016-20,NTA2020,811102,9,Bayside,48.1,3.1,11.0,63.8,"34,159",36.2
2016-20,NTA2020,811103,9,Douglaston-Little Neck,43.1,2.1,10.8,58.8,"25,306",41.2
2016-20,NTA2020,811104,9,Oakland Gardens-Hollis Hills,40.2,3.6,16.8,63.4,"25,556",36.6
2016-20,NTA2020,811201,9,Jamaica,35.2,17.8,34.5,95.6,"55,891",4.4
2016-20,NTA2020,811202,9,South Jamaica,13.5,59.4,13.8,97.7,"41,619",2.3
2016-20,NTA2020,811203,9,Baisley Park,7.3,67.7,13.1,98.5,"41,161",1.5
2016-20,NTA2020,811204,9,Springfield Gardens (North)-Rochdale Village,1.4,86.3,7.9,99.0,"30,058",1.0
2016-20,NTA2020,811205,9,St. Albans,2.0,84.8,6.2,98.5,"50,839",1.5
2016-20,NTA2020,811206,9,Hollis,23.7,53.9,10.6,97.8,"21,918",2.2
2016-20,NTA2020,811301,9,Glen Oaks-Floral Park-New Hyde Park,43.9,4.2,9.9,64.3,"24,998",35.7
2016-20,NTA2020,811302,9,Bellerose,41.4,9.1,23.0,77.7,"27,423",22.3
2016-20,NTA2020,811303,9,Queens Village,19.3,42.6,19.4,94.7,"56,011",5.3
2016-20,NTA2020,811304,9,Cambria Heights,0.5,89.1,6.0,97.9,"20,907",2.1
2016-20,NTA2020,811305,9,Laurelton,1.0,87.9,7.2,98.5,"26,378",1.5
2016-20,NTA2020,811306,9,Springfield Gardens (South)-Brookville,2.4,83.2,7.4,97.4,"21,946",2.6
2016-20,NTA2020,811307,9,Rosedale,2.5,80.9,8.9,95.2,"26,525",4.8
2016-20,NTA2020,811401,9,Far Rockaway-Bayswater,4.7,41.5,24.2,74.3,"61,712",25.7
2016-20,NTA2020,811402,9,Rockaway Beach-Arverne-Edgemere,4.7,45.4,27.2,83.0,"42,005",17.0
2016-20,NTA2020,811403,9,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2.4,2.7,14.1,20.9,"24,806",79.1
2016-20,NTA2020,850101,9,St. George-New Brighton,7.9,29.6,32.2,72.8,"17,486",27.2
2016-20,NTA2020,850102,9,Tompkinsville-Stapleton-Clifton-Fox Hills,6.6,34.9,32.6,77.3,"15,810",22.7
2016-20,NTA2020,850103,9,Rosebank-Shore Acres-Park Hill,18.3,22.0,24.8,67.3,"23,176",32.7
2016-20,NTA2020,850104,9,West New Brighton-Silver Lake-Grymes Hill,6.6,17.4,21.5,48.6,"34,846",51.4
2016-20,NTA2020,850105,9,Westerleigh-Castleton Corners,10.6,2.8,16.1,31.0,"30,022",69.0
2016-20,NTA2020,850106,9,Port Richmond,6.5,29.5,43.4,80.6,"19,210",19.4
2016-20,NTA2020,850107,9,Mariner's Harbor-Arlington-Graniteville,8.8,27.4,39.0,79.4,"32,755",20.6
2016-20,NTA2020,850201,9,Grasmere-Arrochar-South Beach-Dongan Hills,13.5,7.0,13.4,36.3,"35,323",63.7
2016-20,NTA2020,850202,9,New Dorp-Midland Beach,11.8,2.2,17.8,34.3,"27,919",65.7
2016-20,NTA2020,850203,9,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,20.9,2.7,8.6,34.9,"31,498",65.1
2016-20,NTA2020,850204,9,New Springville-Willowbrook-Bulls Head-Travis,17.4,2.7,16.0,38.0,"42,910",62.0
2016-20,NTA2020,850301,9,Oakwood-Richmondtown,6.6,1.2,15.6,26.7,"20,552",73.3
2016-20,NTA2020,850302,9,Great Kills-Eltingville,4.7,1.1,11.1,17.7,"53,139",82.3
2016-20,NTA2020,850303,9,Arden Heights-Rossville,7.9,0.5,14.9,24.5,"30,539",75.5
2016-20,NTA2020,850304,9,Annadale-Huguenot-Prince's Bay-Woodrow,4.1,0.9,7.5,14.1,"42,276",85.9
2016-20,NTA2020,850305,9,Tottenville-Charleston,4.2,0.1,8.3,13.4,"17,219",86.6
2016-20,CDTA2020,501,7,Melrose-Mott Haven-Port Morris (CD 1),0.6,27.1,68.9,97.6,"95,198",2.4
2016-20,CDTA2020,502,7,Longwood-Hunts Point (CD 2),0.3,25.8,71.0,98.0,"52,967",2.0
2016-20,CDTA2020,503,7,Morrisania-Crotona Park East (CD 3),0.6,40.1,56.0,98.8,"86,948",1.2
2016-20,CDTA2020,504,7,Highbridge-Concourse (CD 4),1.2,28.9,65.3,97.2,"148,022",2.8
2016-20,CDTA2020,505,7,Morris Heights-Mount Hope (CD 5),1.7,25.9,69.5,98.6,"133,497",1.4
2016-20,CDTA2020,506,7,Tremont-Belmont-West Farms (CD 6),1.2,25.9,65.0,93.3,"84,011",6.7
2016-20,CDTA2020,507,7,Fordham-Bedford Park-Norwood (CD 7),4.5,14.5,73.0,94.3,"140,227",5.7
2016-20,CDTA2020,508,7,Riverdale-Kingsbridge-Marble Hill (CD 8),3.7,11.7,50.0,67.9,"105,262",32.1
2016-20,CDTA2020,509,7,Soundview-Parkchester (CD 9),8.5,27.1,58.4,97.6,"174,838",2.4
2016-20,CDTA2020,510,7,Co-op City-Throgs Neck (CD 10),6.6,22.5,43.7,75.6,"127,169",24.4
2016-20,CDTA2020,511,7,Pelham Parkway-Morris Park (CD 11),8.0,21.5,45.8,77.9,"117,107",22.1
2016-20,CDTA2020,512,7,Wakefield-Williamsbridge-Eastchester (CD 12),2.6,62.1,26.1,94.6,"165,599",5.4
2016-20,CDTA2020,4701,7,Williamsburg-Greenpoint (CD 1),6.6,5.3,24.5,39.7,"191,265",60.3
2016-20,CDTA2020,4702,7,Downtown Brooklyn-Fort Greene (CD 2),11.0,20.9,13.1,50.9,"121,103",49.1
2016-20,CDTA2020,4703,7,Bedford-Stuyvesant (CD 3),3.8,49.6,17.7,74.8,"170,586",25.2
2016-20,CDTA2020,4704,7,Bushwick (CD 4),4.9,16.6,54.3,79.0,"112,478",21.0
